productUrl,pdfUrl,filename
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/copper-accessories/components-ca/cat-6a-utp-fully-loaded-shuttered-patch-panel","https://www.plexonics.com/images/DATASHEETS/2023/Copper/CAT_6A_UTP_Patch_Panel-Rev2006f.pdf","CAT_6A_UTP_Patch_Panel-Rev2006f.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/copper-accessories/components-ca/back-box","https://www.plexonics.com/images/DATASHEETS/2021September/Passive1/Plexonics_Back_Box.pdf","Plexonics_Back_Box.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/copper-accessories/components-ca/cat-6a-patch-cords","https://www.plexonics.com/images/DATASHEETS/2023/Copper/CAT_6A_Patch_Cords-Rev2006.pdf","CAT_6A_Patch_Cords-Rev2006.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/fiber-accessories","https://www.plexonics.com/images/DATASHEETS/2023/Fiber/Fiber_Optical_Pigtail.pdf","Fiber_Optical_Pigtail.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/fiber-accessories/patch-cord-fa","https://www.plexonics.com/images/DATASHEETS/CAT_6A_Patch_Cords-datasheet.pdf","CAT_6A_Patch_Cords-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/fiber-accessories/patch-cord-fa/pl-fiber-optic-patch-cord","https://www.plexonics.com/images/DATASHEETS/Fiber_optic_patch_cord_LSZH-Rev11-datasheet.pdf","Fiber_optic_patch_cord_LSZH-Rev11-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/fiber-accessories/components-fa/pl-fiber-rack-mount-enclosures","https://www.plexonics.com/images/DATASHEETS/2021September/Passive/Plexonics_Fiber_Rack-Mount_Enclosures.pdf","Plexonics_Fiber_Rack-Mount_Enclosures.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/fiber-accessories/fiber-coupler","https://www.plexonics.com/images/DATASHEETS/2021September/Passive1/Fiber_coupler-Rev12.pdf","Fiber_coupler-Rev12.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/fiber-accessories/fiber-optical-pigtail","https://www.plexonics.com/images/DATASHEETS/2023/Fiber/Fiber_Optical_Pigtail.pdf","Fiber_Optical_Pigtail.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/network-racks","https://www.plexonics.com/images/DATASHEETS/PL-1242US-RK_42U-Rev12-datasheet.pdf","PL-1242US-RK_42U-Rev12-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/network-racks/indoor-racks/pl-1202u-rk","https://www.plexonics.com/images/DATASHEETS/PL-1202U-RK-2U-datasheet.pdf","PL-1202U-RK-2U-datasheet.pdf"
